,GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
49327,501,2975KEN,49329,2010-12-15,2010,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.720236,36.428531,1,The Nation (Kenya),Additional security service personnel were deployed to Rift Valley towns in preparation for the naming of six individuals sought by the ICC for indictment following 2007/2008s post-election violence.,0,,,,,,,,,,,
49328,501,2976KEN,49330,2010-12-15,2010,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,1,The Nation (Kenya),Additional security service personnel were deployed to Rift Valley towns in preparation for the naming of six individuals sought by the ICC for indictment following 2007/2008s post-election violence.,0,,,,,,,,,,,
49329,501,2977KEN,49331,2010-12-15,2010,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,OLF: Oromo Liberation Front,,2,22,Kenya,Machakos,Machakos Town,Machakos Central,Machakos,-1.51667,37.26667,3,All Africa,"OLF fights with faction in northern Kenya, 15 killed in a location known as Badarero.",15,,,,,,,,,,,
49330,501,2978KEN,49332,2010-12-15,2010,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,OLF: Oromo Liberation Front (Splinter Faction),,2,22,Kenya,Marsabit,Moyale,Butiye,Badarero,2.73333,38.9167,1,Africa News,"On 15 December, 15 people died in Kenyan Moyale and Marsabit districts after fierce fighting between the Ethiopian OLF and a splinter group in Badarero, Walda and Kate areas.",0,,,,,,,,,,,
49331,501,2979KEN,49333,2010-12-15,2010,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,OLF: Oromo Liberation Front (Splinter Faction),,2,22,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,2,Africa News,"On 15 December, 15 people died in Kenyan Moyale and Marsabit districts after fierce fighting between the Ethiopian OLF and a splinter group in Badarero, Walda and Kate areas.",15,,,,,,,,,,,
49332,501,2980KEN,49334,2010-12-17,2010,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Kiambu,Ruiru,Kiuu,Ruiru,-1.15,36.9667,1,The Nation (Kenya),"Police have shot dead five suspected carjackers in Ruiru, Nairobi after a dramatic car chase and recovered a firearm belonging to a senior police officer. The suspected thugs are reported to have hijacked a matatu but were intercepted by detectives from the Special Crime Prevention Unit (SCPU), who were trailing the gangsters from Githurai.",5,,,,,,,,,,,
49333,501,2981KEN,49335,2010-12-18,2010,1,Violence against civilians,Sungu Sungu,,3,Civilians (Kenya),,7,37,Kenya,Nyamira,Borabu,Nyansiongo,Gesore,-0.75,35,2,The Nation (Kenya),"A Seventh Day Adventist pastor was killed by suspected sungu sungu gangsters in Nyamira County at the weekend. Neighbors said that the attackers, who allegedly posed as uniformed security officers, attacked the home at 8pm and killed Mr. Orina.",0,,,,,,,,,,,
49334,501,2982KEN,49336,2010-12-20,2010,1,Violence against civilians,Sungu Sungu,,3,Civilians (Kenya),,7,37,Kenya,Nyamira,Borabu,Esise,Nyaguku Village,-0.866667,35.0167,1,The Nation (Kenya),Two elderly civilians were driven from their home and hacked to death in Nyaguku Village in Manga District. It was suspected that the killings were executed by the outlawed sungu sungu group because the bodies bore deep panga cuts.,0,,,,,,,,,,,
49335,501,2983KEN,49337,2010-12-20,2010,1,Remote violence,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Agence France Presse,"A bomb exploded on a bus in central Nairobi Monday during a security search before it left for Kampala, killing three and wounding 23. An official with Kampala Coach Ltd said the would-be attacker was among those wounded or killed by the blast.",3,,,,,,,,,,,
49336,501,2984KEN,49338,2010-12-21,2010,1,Strategic development,Unidentified Armed Group (Kenya),,3,,,0,30,Kenya,Samburu,Samburu North,El-Barta,Baragoi,1.7833,36.7833,1,The Nation (Kenya),"On the night of December 21, bandits came into town of Baragoi and shot in the air. The motive is suspected theft of livestock.",0,,,,,,,,,,,
49337,501,2985KEN,49339,2010-12-21,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Kisii,Nyaribari Masaba,Ichuni,Gesabakwa,-0.783333,34.9,1,The Nation (Kenya),An elderly woman was brutally murdered by an unknown gang in Gesabakwa Village in Borabu District.,1,,,,,,,,,,,
49338,501,2986KEN,49340,2010-12-26,2010,1,Riots/Protests,Rioters (Kenya),Maasai Ethnic Group (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Nakuru,Njoro,Mau Narok,Mau Narok,-0.6,36,1,The Nation (Kenya),"Armed Maasai youths continued to keep vigil at the controversial 2,400-acre Rose Farm in Mau Narok to prevent government surveyors from sub-dividing it. A contingent of security personnel was sent on Saturday night to the disputed piece of land, raising fears of a clash with the armed youths. The youths armed with machetes, rungus, bows and arrows at one point barricaded the road leading to the farm in Tipis trading centre to block the police officers from accessing it.",0,,,,,,,,,,,
49339,501,2987KEN,49341,2010-12-27,2010,1,Riots/Protests,Protesters (Kenya),,6,Unidentified Armed Group (Kenya),,3,36,Kenya,Mombasa,Nyali,Frere Town,Kisauni,-4.03333,39.68333,1,The Nation (Kenya),"Chaos broke out at an anti-drugs demonstration in Kisauni, Mombasa on Monday. A 16-year-old pupil was among four protesters who were seriously injured when unknown people attacked the demonstrators. The protesters, waving placards and chanting slogans against substance abuse, were confronted by a gang of youths who reportedly pelted them with stones next to the Kisauni CDF offices.",0,,,,,,,,,,,
49340,501,2988KEN,49342,2010-12-28,2010,2,Riots/Protests,Protesters (Kenya),CUF: Civic United Front,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The East African (Nairobi),A pro-new-Constitution group demonstration was forcibly dispersed by police who stopped their march to the ministry responsible for constitutional affairs.,0,,,,,,,,,,,
49341,501,2989KEN,49343,2010-12-28,2010,1,Battle-No change of territory,Turkana Ethnic Militia (Kenya),,4,Samburu Ethnic Militia (Kenya),,4,44,Kenya,Samburu,Samburu North,El-Barta,Baragoi,1.7833,36.7833,1,The Nation (Kenya),"On December 28, Turkana and Samburu raiders exchanged gunfire during the day in the town of Baragoi and a Samburu herdsman, 16-year-old Nkilei Lekupuny, was killed in the gun battle and his 43 sheep and goats taken.",1,,,,,,,,,,,
49342,501,2990KEN,49344,2010-12-28,2010,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Kiambu,Ruiru,Kiuu,Ruiru,-1.15,36.9667,1,The Nation (Kenya),"On the evening of December 28 two mechanics boarded a matatu registration number KBK 334J plying the Nairobi route at Kahuro market. On reaching Ruiru, the matatu stopped and two people who claimed to be police officers arrested the two. The bodies of the arrested were found in Ruiru the next day with gunshot wounds, a few kilometers from where they had been arrested.",2,,,,,,,,,,,
49343,501,2991KEN,49345,2010-12-29,2010,1,Riots/Protests,Protesters (Ethiopia),Oromo Ethnic Group (Kenya),6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,BBC Monitoring International,"Refugees drawn from the Oromo community of Ethiopia but living in Nairobi yesterday took to the streets in a peaceful demonstration over what they termed harassment by the police. The refugees, mostly from Eastleigh and South C estates, say that they are being targeted unfairly.",0,,,,,,,,,,,
49344,501,2992KEN,49346,2010-12-30,2010,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,The Nation (Kenya),"Hundreds of Kisumu youth took to the streets to protest the alleged involvement of Mombasa businessman Ali Punjani in drug trafficking Thursday. Led by Kisumu Youth Forum secretary general Joshua Omondi, they described Mr Punjani as a successful businessman both in Kenya and internationally, exonerating him from the illicit drug trade.",0,,,,,,,,,,,
49345,501,2993KEN,49347,2010-12-31,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),"Mystery surrounds the death of a prominent Machakos businessman after a post-mortem examination revealed a gun shot wound in the head. Mr Abed Makau Kikuyu, the proprietor of Tea Tot Hotels, was found dead at the Haile Selassie Road roundabout in Nairobi on the morning of December 31.",0,,,,,,,,,,,
49346,501,2994KEN,49348,2011-01-01,2011,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Samburu,Samburu North,El-Barta,Baragoi,1.7833,36.7833,1,The Nation (Kenya),"Villagers accuse security agencies of reign of terror. A man was attacked by security forces on New Years Day, accusing him of murdering a police officer.",0,,,,,,,,,,,
49347,501,2995KEN,49349,2011-01-03,2011,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kakamega,Lurambi,Sheywe,Handidi,0.283333,34.75,2,The Nation (Kenya),Protests disrupted learning in several schools in with parents locking out head teachers whose pupils performed dismally in last years KCPE examination.,0,,,,,,,,,,,
49348,501,2996KEN,49350,2011-01-03,2011,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kakamega,Lurambi,Sheywe,Ikolomani,0.283333,34.75,1,The Nation (Kenya),"Protests disrupted learning in several schools in Kakamega County with parents locking out head teachers whose pupils performed dismally in last years KCPE examination. In Mumias district, parents stormed Etenje Primary School and forced out the head teacher.",0,,,,,,,,,,,
49349,501,2997KEN,49351,2011-01-03,2011,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kakamega,Matungu,Mayoni,Matungu,0.383333,34.4833,1,The Nation (Kenya),"Protests disrupted learning in several schools in Kakamega County with parents locking out head teachers whose pupils performed dismally in last years KCPE examination. In Mumias district, parents stormed Etenje Primary School and forced out the head teacher.",0,,,,,,,,,,,
49350,501,2998KEN,49352,2011-01-03,2011,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Siaya,Bondo,Central Sakwa,Mbeka,-0.183333,34.1833,1,The Nation (Kenya),Protests disrupted learning in several schools in with parents locking out head teachers whose pupils performed dismally in last years KCPE examination.,0,,,,,,,,,,,
49351,501,2999KEN,49353,2011-01-07,2011,1,Violence against civilians,Al Shabaab,,2,Civilians (Kenya),,7,27,Kenya,Garissa,Daadab,Dadaab,Dadaab Refugee Camp,0.0514,40.3142,1,The Nation (Kenya),A Kenyan herder was on Friday killed in Somalia by members of the Islamist group Al Shabaab for refusing to part with his five camels as payment for a yearly tax. He is reported to have been shot on the head several times before his entire stock of camels was confiscated.,1,,,,,,,,,,,
49352,501,3000KEN,49354,2011-01-08,2011,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),Civilians (Kenya),7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),"A British tourist and Kenyan companion were seized night in a carjacking ordeal on Mombasa Road, Nairobi. They were later helped to escape by villagers near the kidnappers den in Kiambu.",0,,,,,,,,,,,
49353,501,3001KEN,49355,2011-01-11,2011,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Tana River,Galole,Chewani,Hola,-1.50361,40.0333,3,The Nation (Kenya),"Police patrols have been beefed up in Wajir to forestall clan wars as pastoralists from as far as Wajir, Garissa and Ijara districts had converged on river banks with their animals, raising fear of an outbreak of diseases and conflict over grazing land.",0,,,,,,,,,,,
49354,501,3002KEN,49356,2011-01-14,2011,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Kiambu,Kiambaa,Ndenderu,Ruaka,-1.2,36.7833,1,The Nation (Kenya),"On Friday, January 14 at Ruaka, in Kiambu County, police officers attached to Gigiri Police Station sprayed a vehicle, KAW 058L with bullets killing one Gichuhi Njoroge and seriously injuring three others.",0,,,,,,,,,,,
49355,501,3003KEN,49357,2011-01-15,2011,1,Battle-No change of territory,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),Unknown assailants ambushed a Nairobi top cop on Saturday night and shot him thrice before making away with his firearm. Shauri Moyo deputy OCS Inspector John Marete was shot on the neck and stomach in Nairobis Majengo area at around 9pm.,1,,,,,,,,,,,
49356,501,3004KEN,49358,2011-01-16,2011,1,Riots/Protests,Protesters (Kenya),MRC: Mombasa Republican Council,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Nation (Kenya),Police on Sunday barred hundreds of people from attending a Republican Council rally at Tononoka grounds in Mombasa. A contingent of police officers in anti-riot gear sealed the grounds by 7am to lock out the group from the venue.,0,,,,,,,,,,,
49357,501,3005KEN,49359,2011-01-16,2011,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),A Rwandese working for the World Bank was also shot at the gate of his residence in Mimosa Court on early Sunday. The official was confronted by armed thugs who robbed him of his valuables before shooting him on the thigh. They drove away with his Toyota Landcruiser.,0,,,,,,,,,,,
49358,501,3006KEN,49360,2011-01-18,2011,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,The Nation (Kenya),"Women in Muranga County on Tuesday held a peaceful protest march in support of ""Mututho Laws."" They petitioned the Government not to relent in its efforts to regulate beer access and consumption especially among the productive youths. Business came to a standstill as the women at one moment raided bars that were secretly selling beer and flushed out the patrons.",0,,,,,,,,,,,
49359,501,3007KEN,49361,2011-01-18,2011,2,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Njemp Ethnic Group (Kenya),7,47,Kenya,Baringo,Baringo Central,Kapropita,Kabarnet,0.49194,35.74303,1,The Nation (Kenya),Families are fleeing their homes in Baringo East for fear of attacks in a conflict that has left two people dead. The chief of Kiserjan Location in Baringo Central said that two people had been killed and another one injured in the past two weeks.,2,,,,,,,,,,,
49360,501,3008KEN,49362,2011-01-19,2011,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),Policemen were on Wednesday caught on camera executing three men in cold blood on a busy Nairobi street. A motorist who happened upon the confrontation between plainclothes policemen and alleged criminals in the morning traffic pulled out his camera and took photographs. All the three men had already surrendered and were lying on the tarmac on Langata Road near Wilson Airport.,3,,,,,,,,,,,
49361,501,3009KEN,49363,2011-01-22,2011,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,BBC Monitoring Africa,"There was tension in Likoni area after rumors spread that the police station would be attacked by Al-Shabab sympathizers and other members of outlawed groups. Riot police, the General Service Unit and regular police were sent to the station to provide security from 6a.m. [local time].",0,,,,,,,,,,,
49362,501,3010KEN,49364,2011-01-24,2011,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Migori,Kuria West,Bukira East,Taranganya,-1.233333,34.6,1,The Nation (Kenya),Two farmers were killed in a scramble to sell tobacco in Kuria West District. One of them was stabbed with a knife when he attempted to jump the queue. A mob then turned on the killer and beat him to death.,2,,,,,,,,,,,
49363,501,3011KEN,49365,2011-01-26,2011,1,Battle-No change of territory,NARC: National Rainbow Coalition,,3,Unidentified Armed Group (Kenya),,3,33,Kenya,Muranga,Kiharu,Murarandia,Kagumo,-0.7333,37,1,The Nation (Kenya),"Two rival groups clashed on Wednesday during campaigns for the Kirinyaga Central Parliamentary seat. The commotion temporarily disrupted the Narc-Kenya rally at Kagumo town. A group alleged to be supporters of a rival party stormed the rally on motorcycles as the Narc-K leaders were addressing the crowd. However, the intruders were overpowered and thrown out of the rally as residents who stood at a distance cheered.",0,,,,,,,,,,,
