"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","NOTES","FATALITIES"
"2531","2008-03-15",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa","Protest leads to minor riots with police intervention. Matatu drivers were protesting the government banning of the Eastlands route.",0
"2532","2008-03-15",2008,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Nyamira","West Mugirango","Bogichora","Nyamira",-0.5666,34.9167,"Agence France Press","12 suspected witches burned to death in Nyamira.",12
"2533","2008-03-15",2008,"Strategic development","SLDF: Sabaot Land Defence Force","Police Forces of Uganda (1986-)","Kenya","Bungoma","Sirisia","Lwandanyi","Lwakhakha",0.7911,34.3794,"All Africa","UPDF arrest SLDF and PRM who had fled into Uganda",0
"2534","2008-03-16",2008,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Samburu","Samburu West","Suguta Marmar","Amaya",0.8833,36.5333,"BBC Monitoring","6 killed in cattle raid. 1000 cattle stolen. LOCATION: Amayo & Lugodi, East Pokot District, Rift Valley.",6
"2535","2008-03-16",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC","8 killed, 10 injured. Armed bandits raided a rival clans village.",8
"2536","2008-03-17",2008,"Battle-No change of territory","Samburu Ethnic Militia (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Baringo","Baringo Central","Kapropita","Kabarnet",0.49194,35.74303,"Reuters","5 raiders killed (likely to be Samburu) by police in response to a raid during which 12 civilians were killed in Baringo District.",17
"2537","2008-03-17",2008,"Violence against civilians","Samburu Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Baringo","Baringo Central","Kapropita","Kabarnet",0.49194,35.74303,"Reuters","12 killed during raid *[death toll may be exagerated - mortuary count = 6 20/3/08]* ACTORS: may also involve Turkana ethnic group.",12
"2538","2008-03-19",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 22/3/08","200 IDPS protested from Limuru camp, Nairobi against the Governments failure to address their plight.",0
"2539","2008-03-24",2008,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","SLDF: Sabaot Land Defence Force","Kenya","Bungoma","Mt. Elgon","Cheptais","Cheptais",0.809898,34.456429,"BBC Monitoring","3 suspected SLDF militia killed by police at Cheptais trading centre in the Mount Elgon Region",3
"2540","2008-03-30",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Embakasi Central","Kayole Central","Kayole",-1.277487,36.912872,"The Nation 2/4/08","Residents protested against police raids for Mungiki members in their estate - involved road barricades and fires were lit. Police intervened.",0
"2541","2008-03-30",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"AJAZEN 1/4/08","100 protesters demonstrated against proposals to increase the number of cabinet posts claiming that it was an unaffordable move for the country. Police intervened firing tear gas.",0
"2542","2008-04-04",2008,"Violence against civilians","Mungiki Militia","Civilians (Kenya)","Kenya","Nyeri","Kieni","Mweiga","Githunguri",-0.3666,36.8333,"Agence France Presse","1 killed by suspected Mungiki sect members for failure to pay protection fee.",1
"2543","2008-04-06",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"Xinhua","1 boy was killed in a stampede of rioters who were being dispersed by teargas fired by police. The riots were protesting against the delays in coalition government formation.",1
"2544","2008-04-06",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"APRS 8/4/08","Mobs of youths protested against the delays in the coalition government formaion. Tyres were burned as roadblocks and railway lines were torn up cutting the area off from neighbouring countries. Police intervened firing teargas.",0
"2545","2008-04-06",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"BBC Monitoring","Rioting against the delays in coalition government formaion. Police intervened firing teargas",0
"2546","2008-04-07",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"BBC Monitoring","Second day of protests against the delays in coalition government formaion. Police intervened firing teargas",0
"2547","2008-04-07",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Kiambu","Githunguri","Githunguri","Gakoe",-1.0833,36.8167,"All Africa","Virginia Nyaiko, wife of imprisoned Mungiki leader, Maina Njenga and her driver were found dead in Gakoe forest - led to series of riots by Mungiki sect the following week.",3
"2548","2008-04-14",2008,"Battle-No change of territory","Dassanach Ethnic Militia (Ethiopia)","Turkana Ethnic Militia (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"All Africa","100 Ethiopian Merile (Dassanach) bandits, crossed into Kenya and stole about 180 animals - led to battle between the two groups. 3 Ethiopians were shot dead. LOCATION: unspecified location near Lokituang.",3
"2549","2008-04-14",2008,"Violence against civilians","Dassanach Ethnic Militia (Ethiopia)","Civilians (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"All Africa","100 Ethiopian Merile (Dassanach) bandits, crossed into Kenya and stole about 180 animals - led to battle between the two groups (coded seperately). LOCATION: unspecified location near Lokituang",0
"2550","2008-04-14",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Turkana","Turkana Central","KangAtotha","Chari-Hashe",3.5,36,"Agence France Presse","2 killed by bandits during an overnight raid. 1000s of livestock were stolen. LOCATION: Chari-Hashe near Lake Turkana, Turkana District",2
"2551","2008-04-15",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Turkana","Turkana West","Lokichoggio","Lokichoggio",4.2,34.35,"Agence France Presse","1 killed, several injured when bandits attacked a passenger van.",1
"2552","2008-04-15",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Marsabit","Laisamis","Loiyangalani","Mt. Kulal",2.7167,36.9333,"Agence France Presse","2 killed by bandits during an overnight raid at Mount Kulal, Turkana District",2
"2553","2008-04-16",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Marsabit","North Horr","North Horr","North Horr",3.3167,37.0667,"BBC Monitoring","Attack by raiders.1 herdsman killed (coded seperately). 1000 heads of cattle stolen. Police intervened killing 12. Near Samburu and Turkana areas/ could be related to ongoing ethnic based raids.",13
"2554","2008-04-16",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring","Female members of Mungiki sect protested at the Pentagon House against what they termed as unnecessary violence towards the sect by Kenyan police forces. Police intervened, firing teargas to disperse the crowd.",0
"2555","2008-04-23",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring","Prison wardens strike throughout the country (Thika = only specified location given). They demanded better living conditions and the same risk allowance that was recently awarded to poliec officers by the government.",0
"2556","2008-04-24",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring","Prison wardens strike throughout the country (Thika = only specified location given). They demanded better living conditions and the same risk allowance that was recently awarded to poliec officers by the government.",0
"2557","2008-04-25",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring","Prison wardens strike throughout the country (Thika = only specified location given). They demanded better living conditions and the same risk allowance that was recently awarded to poliec officers by the government.",0
"2558","2008-04-26",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Mungiki Militia","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring","One of the Mungiki leaders Ndungu was killed by gunmen along with another man in the same car - Mungiki attributed the shooting to the police who denied this accusation. The killing set back peace talks that the Mungiki sect had agreed to partake in.",2
"2559","2008-04-27",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Migori","Kuria East","Nyabasi East","Kegonga",-1.25,34.65,"All Africa","Kegona village raided (on the Tanzanian side) by Kenyan raiders from Trans Mara district. Cattle stolen. 1 women killed. Similar to recent raid by Kipsig tribesmen (Kenya) - could be same group.",1
"2560","2008-04-29",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa","Crowds protested against the failure of Kibaki to announce pay raises at a Labour day address. They marched through the city in protest.",0
"2561","2008-04-29",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Westlands","Mountain View","Kangemi",-1.269461,36.743557,"BBC Monitoring","Mungiki members continue to riot against the heavy handed treatment against them by police - created roadblocks. Police intervened.",0
"2562","2008-05-03",2008,"Violence against civilians","Police Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Uasin Gishu","Ainabkoi","Ainabkoi/Olare","Burnt Forest",0.21667,35.43333,"All Africa","1 man shot dead by police in unexplained circustances near settlement for ICPs - led to protesting.",1
"2563","2008-05-03",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia East","Thingithu","Nanyuki",0.016667,37.066667,"The Nation 7/5/08","5 yr old child was shot dead during raid on a farm belonging to a relative of president Kibaki.",1
"2564","2008-05-04",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Ainabkoi/Olare","Burnt Forest",0.21667,35.43333,"All Africa","1 man shot dead by police in unexplained circustances near settlement for IDPs (coded seperately)- led to protesting demanding the officers arrest.",0
"2565","2008-05-05",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Laikipia","Laikipia East","Tigithi","Lamuria",-0.182817,36.866922,"The Nation 7/5/08","About 300 protested after the killing of 3 people by criminals (not coded - not linked to organised groups or political/ethnic motivations) to demand that the government provide proper security in the area.",0
"2566","2008-05-05",2008,"Violence against civilians","Military Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Trans Nzoia","Endebess","Chepchoina","Teldet Forest",1.1333,34.7,"Agence France Presse","7 SLDF men were detained by police - they were handed over to the military and later found dead, believed to be tortured. LOCATION: Teldet Forest (part of Mount Elgon forest park), Trans Nzoia District",7
"2567","2008-05-05",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Turkana","Turkana West","Lokichoggio","Lokichoggio",4.2,34.35,"WDAN 9/5/08","UN WFP aid worker was shot dead - motivations are unkown/ attack was not linked with robbery or other obvious criminal activity.",1
"2568","2008-05-06",2008,"Battle-No change of territory","Kuria Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"Agence France Presse","2 killed and several wounded during clash between two clans after the Kuria group was accused of stealing livestock from the other group. FATALITIES: NOT ACTOR SPECIFIC.",2
"2569","2008-05-06",2008,"Violence against civilians","Pokot Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","West Pokot","Kacheliba","Kapchok","Burirwok",1.8,35.15,"New Vision 12/5/08","Burirwok resettlement camp (IDPs from Mt Elgon Region) was raided - over 80 animals stolen. LOCATION: Burirwok, Suam Area, Bukwa District.",0
"2570","2008-05-10",2008,"Strategic development","SLDF: Sabaot Land Defence Force","Unitentified","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"All Africa","SLDF forces who were hiding in their forest camp raided a nearby town for food supplies on several occasions. LOCATION: Cheptaburbur town, Kopsiro Division, Mount Elgon District (district capital = Kapsakwony)",0
"2571","2008-05-14",2008,"Battle-No change of territory","SLDF: Sabaot Land Defence Force","SLDF: Sabaot Land Defence Force","Kenya","Bungoma","Mt. Elgon","Kapkateny","Kopsiro",0.826006,34.5926,"BBC Monitoring","*[Inconsistent reporting]* A top commander of the Sabaot Land Defence Forces, Wycliffe Matakwe was killed along with 4 other senior members and 5 body guards.(alternative reports that the incident was a skirmish between SLDF and another gang/ alternative",9
"2572","2008-05-14",2008,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"BBC Monitoring","Minor attacks involving animal raids - linked with insecurity of returning IDPs to the area. LOCATIONS: Kibunja and Sachangwany areas, Molo District (district capital = Molo)",0
"2573","2008-05-16",2008,"Strategic development","SLDF: Sabaot Land Defence Force","Unitentified","Kenya","Bungoma","Mt. Elgon","Elgon","Kapkoto",0.85,34.7167,"All Africa","Group of SLDF members surrender after extensive military operation. LOCATION: Kapkoto military base, Mt Elgon District (district capital = Kapsakwony)",0
"2574","2008-05-18",2008,"Strategic development","SLDF: Sabaot Land Defence Force","Unitentified","Kenya","Bungoma","Mt. Elgon","Elgon","Kapkoto",0.85,34.7167,"All Africa","Group of SLDF members surrender after extensive military operation. LOCATION: Kapkoto military base, Mt Elgon District (district capital = Kapsakwony)",0
"2575","2008-05-29",2008,"Battle-No change of territory","Al Shabaab","Police Forces of Kenya (2002-2013)","Kenya","Garissa","Daadab","Liboi","Liboi",0.35336,40.87232,"BBC Monitoring","Suspected Somali Islamist militia attacked Kenyan policemen holding three men, including two British nationals of Somali extraction, who had crossed into Kenya illegally. LOCATION: Liboi and nearby Dajajabula, Dhoobley areas (Kenyan side of the border wi",4
"2576","2008-05-29",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua","100s protested peacefully against rising food prices demanding that the government subsidize the cost of basic commodities such as maize flour. Despite the protest being officially sanctioned - police intervened firing teargas and arresting several prote",0
"2577","2008-06-01",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Makadara","Viwandani","Mbotela",-1.297697,36.860397,"All Africa","Youths aremed with stones and machetes attacked people who did not support the matatu (bus) strikes",0
